POS,BIB,ATHLETE,COUNTRY,MARK,RxnTime,Race,Round,Gender,Year
2,3214,Ashton†EATON,USAUSA,13.56,0.169,110 m H,Decathlon,M,2012
3,1898,Rico†FREIMUTH,GERGER,13.89,0.157,110 m H,Decathlon,M,2012
4,1335,Gonzalo†BARROILHET,CHICHI,14.12,0.173,110 m H,Decathlon,M,2012
5,2411,Jangy†ADDY,LBRLBR,14.23,0.142,110 m H,Decathlon,M,2012
6,1301,Damian†WARNER,CANCAN,14.38,0.154,110 m H,Decathlon,M,2012
7,2549,Eelco†SINTNICOLAAS,NEDNED,14.43,0.212,110 m H,Decathlon,M,2012
8,2425,Darius†DRAUDVILA,LTULTU,14.87,0.175,110 m H,Decathlon,M,2012
1,1369,Brianna†ROLLINS,USA,12.48,0.158,100 m H,Final,F,2016
2,1321,Nia†ALI,USA,12.59,0.154,100 m H,Final,F,2016
3,1330,Kristi†CASTLIN,USA,12.61,0.152,100 m H,Final,F,2016
4,713,Cindy†OFILI,GBR,12.63,0.161,100 m H,Final,F,2016
5,774,Cindy†ROLEDER,GER,12.74,0.13,100 m H,Final,F,2016
6,362,Pedrya†SEYMOUR,BAH,12.76,0.179,100 m H,Final,F,2016
7,719,Tiffany†PORTER,GBR,12.76,0.142,100 m H,Final,F,2016
8,475,Phylicia†GEORGE,CAN,12.89,0.143,100 m H,Final,F,2016
1,1369,Brianna†ROLLINS,USAUSA,12.47 Q,0.197,100 m H,Semi,F,2016
2,362,Pedrya†SEYMOUR,BAHBAH,12.64 Q,0.183,100 m H,Semi,F,2016
3,774,Cindy†ROLEDER,GERGER,12.69 q,0.139,100 m H,Semi,F,2016
4,719,Tiffany†PORTER,GBRGBR,12.82 q,0.131,100 m H,Semi,F,2016
5,907,Shermaine†WILLIAMS,JAMJAM,12.86,0.156,100 m H,Semi,F,2016
6,561,Andrea†IVANCEVIC,CROCRO,12.93,0.164,100 m H,Semi,F,2016
7,677,Sandra†GOMIS,FRAFRA,13.23,0.166,100 m H,Semi,F,2016
8,402,Alina†TALAY,BLRBLR,13.66,0.143,100 m H,Semi,F,2016
1,1321,Nia†ALI,USAUSA,12.65 Q,0.156,100 m H,Semi,F,2016
2,475,Phylicia†GEORGE,CANCAN,12.77 Q,0.139,100 m H,Semi,F,2016
3,1051,Oluwatobiloba†AMUSAN,NGRNGR,12.91,0.146,100 m H,Semi,F,2016
4,752,Nadine†HILDEBRAND,GERGER,12.95,0.148,100 m H,Semi,F,2016
5,1211,ClÈlia†REUSE-RARD,SUISUI,12.96,0.156,100 m H,Semi,F,2016
6,659,Nooralotta†NEZIRI,FINFIN,13.04,0.151,100 m H,Semi,F,2016
7,909,Nickiesha†WILSON,JAMJAM,13.14,0.137,100 m H,Semi,F,2016
,1140,Jasmine†CAMACHO-QUINN,PURPUR,DQ R 168.7b,0.166,100 m H,Semi,F,2016
1,1330,Kristi†CASTLIN,USAUSA,12.63 Q,0.154,100 m H,Semi,F,2016
2,713,Cindy†OFILI,GBRGBR,12.71 Q,0.196,100 m H,Semi,F,2016
3,1073,Isabelle†PEDERSEN,NORNOR,12.88,0.14,100 m H,Semi,F,2016
4,740,Pamela†DUTKIEWICZ,GERGER,12.92,0.103,100 m H,Semi,F,2016
5,898,Megan†SIMMONDS,JAMJAM,12.95,0.174,100 m H,Semi,F,2016
6,668,Cindy†BILLAUD,FRAFRA,13.03,0.132,100 m H,Semi,F,2016
,477,Nikkita†HOLDER,CANCAN,DQ R 168.7b,0.146,100 m H,Semi,F,2016
,381,Anne†ZAGRE,BELBEL,DQ R 168.7b,0.152,100 m H,Semi,F,2016
1,1330,Kristi†CASTLIN,USAUSA,12.68 Q,0.142,100 m H,Heats,F,2016
2,381,Anne†ZAGRE,BELBEL,12.85 Q,0.158,100 m H,Heats,F,2016
3,659,Nooralotta†NEZIRI,FINFIN,12.88 Q,0.144,100 m H,Heats,F,2016
4,907,Shermaine†WILLIAMS,JAMJAM,12.95 q,0.161,100 m H,Heats,F,2016
5,1225,Susanna†KALLUR,SWESWE,13.04,0.182,100 m H,Heats,F,2016
6,625,Caridad†JEREZ,ESPESP,13.26,0.133,100 m H,Heats,F,2016
7,384,Katy†SEALY,BIZBIZ,15.79,0.193,100 m H,Heats,F,2016
,814,Mulern†JEAN,HAIHAI,DQ R 168.7b,0.169,100 m H,Heats,F,2016
1,1321,Nia†ALI,USAUSA,12.76 Q,0.157,100 m H,Heats,F,2016
2,475,Phylicia†GEORGE,CANCAN,12.83 Q,0.186,100 m H,Heats,F,2016
3,362,Pedrya†SEYMOUR,BAHBAH,12.85 Q,0.175,100 m H,Heats,F,2016
4,532,Shuijiao†WU,CHNCHN,13.03,0.154,100 m H,Heats,F,2016
5,427,MaÌla†MACHADO,BRABRA,13.09,0.155,100 m H,Heats,F,2016
6,327,Michelle†JENNEKE,AUSAUS,13.26,0.139,100 m H,Heats,F,2016
7,398,Ekaterina†POPLAVSKAYA,BLRBLR,13.45,0.188,100 m H,Heats,F,2016
8,350,Beate†SCHROTT,AUTAUT,13.47,0.14,100 m H,Heats,F,2016
1,713,Cindy†OFILI,GBRGBR,12.75 Q,0.149,100 m H,Heats,F,2016
2,752,Nadine†HILDEBRAND,GERGER,12.84 Q,0.16,100 m H,Heats,F,2016
3,1073,Isabelle†PEDERSEN,NORNOR,12.86 Q,0.131,100 m H,Heats,F,2016
4,561,Andrea†IVANCEVIC,CROCRO,12.90 q,0.155,100 m H,Heats,F,2016
5,552,Brigitte†MERLANO,COLCOL,13.09,0.127,100 m H,Heats,F,2016
6,500,Angela†WHYTE,CANCAN,13.09,0.154,100 m H,Heats,F,2016
7,802,Elis·vet†PESIRÕDOU,GREGRE,13.1,0.174,100 m H,Heats,F,2016
8,932,Anastassiya†PILIPENKO,KAZKAZ,13.29,0.129,100 m H,Heats,F,2016
1,774,Cindy†ROLEDER,GERGER,12.86 Q,0.14,100 m H,Heats,F,2016
2,719,Tiffany†PORTER,GBRGBR,12.87 Q,0.144,100 m H,Heats,F,2016
3,909,Nickiesha†WILSON,JAMJAM,12.89 Q,0.13,100 m H,Heats,F,2016
4,1211,ClÈlia†REUSE-RARD,SUISUI,12.91 q,0.148,100 m H,Heats,F,2016
5,668,Cindy†BILLAUD,FRAFRA,12.98 q,0.125,100 m H,Heats,F,2016
6,366,Kierre†BECKLES,BARBAR,13.01,0.153,100 m H,Heats,F,2016
7,1299,Hanna†PLOTITSYNA,UKRUKR,13.12,0.142,100 m H,Heats,F,2016
8,462,Marthe†KOALA,BURBUR,13.41,0.143,100 m H,Heats,F,2016
1,1140,Jasmine†CAMACHO-QUINN,PURPUR,12.70 Q,0.18,100 m H,Heats,F,2016
2,402,Alina†TALAY,BLRBLR,12.74 Q,0.157,100 m H,Heats,F,2016
3,740,Pamela†DUTKIEWICZ,GERGER,12.90 Q,0.132,100 m H,Heats,F,2016
4,477,Nikkita†HOLDER,CANCAN,12.92 q,0.159,100 m H,Heats,F,2016
5,1051,Oluwatobiloba†AMUSAN,NGRNGR,12.99 q,0.143,100 m H,Heats,F,2016
6,1104,Karolina†KOLECZEK,POLPOL,13.04,0.138,100 m H,Heats,F,2016
7,1307,Oksana†SHKURAT,UKRUKR,13.22,0.151,100 m H,Heats,F,2016
8,1081,Yvette†LEWIS,PANPAN,13.35,0.15,100 m H,Heats,F,2016
1,1369,Brianna†ROLLINS,USAUSA,12.54 Q,0.118,100 m H,Heats,F,2016
2,898,Megan†SIMMONDS,JAMJAM,12.81 Q,0.171,100 m H,Heats,F,2016
3,677,Sandra†GOMIS,FRAFRA,13.04 Q,0.159,100 m H,Heats,F,2016
4,1046,Nadine†VISSER,NEDNED,13.07,0.124,100 m H,Heats,F,2016
5,430,Fabiana†MOR√ES,BRABRA,13.22,0.138,100 m H,Heats,F,2016
6,1389,Valentina†KIBALNIKOVA,UZBUZB,13.29,0.139,100 m H,Heats,F,2016
7,1314,Olena†YANOVSKA,UKRUKR,13.32,0.152,100 m H,Heats,F,2016
,736,ReÔna-Flor†OKORI,GEQGEQ,DNS,,100 m H,Heats,F,2016
1,822,Gyˆrgyi†ZSIVOCZKY-FARKAS,HUNHUN,13.79,0.163,100 m H,Heptathlon,F,2016
2,348,Ivona†DADIC,AUTAUT,13.84,0.196,100 m H,Heptathlon,F,2016
2,546,Evelis†AGUILAR,COLCOL,13.84,0.131,100 m H,Heptathlon,F,2016
4,593,Eliöka†KLUCINOV¡,CZECZE,14.07,0.145,100 m H,Heptathlon,F,2016
5,1278,Alina†FODOROVA,UKRUKR,14.1,0.149,100 m H,Heptathlon,F,2016
6,412,Vanessa†CHEFER,BRABRA,14.24,0.149,100 m H,Heptathlon,F,2016
7,1394,Ekaterina†VORONINA,UZBUZB,15.21,0.159,100 m H,Heptathlon,F,2016
1,972,Laura†IKAUNIECE-ADMIDINA,LATLAT,13.33,0.132,100 m H,Heptathlon,F,2016
2,1027,Nadine†BROERSEN,NEDNED,13.56,0.153,100 m H,Heptathlon,F,2016
3,380,Nafissatou†THIAM,BELBEL,13.56,0.175,100 m H,Heptathlon,F,2016
4,770,Jennifer†OESER,GERGER,13.69,0.156,100 m H,Heptathlon,F,2016
5,1362,Barbara†NWABA,USAUSA,13.81,0.159,100 m H,Heptathlon,F,2016
6,808,SofÌa†YFANTÕDOU,GREGRE,13.99,0.137,100 m H,Heptathlon,F,2016
7,1142,Alysbeth†FELIX,PURPUR,14.07,0.183,100 m H,Heptathlon,F,2016
,636,Grit†äADEIKO,ESTEST,DNF,0.14,100 m H,Heptathlon,F,2016
1,1045,Anouk†VETTER,NEDNED,13.47,0.158,100 m H,Heptathlon,F,2016
2,705,Katarina†JOHNSON-THOMPSON,GBRGBR,13.48,0.166,100 m H,Heptathlon,F,2016
3,1359,Heather†MILLER-KOCH,USAUSA,13.56,0.185,100 m H,Heptathlon,F,2016
4,583,Yorgelis†RODRÕGUEZ,CUBCUB,13.61,0.142,100 m H,Heptathlon,F,2016
5,772,Claudia†RATH,GERGER,13.63,0.143,100 m H,Heptathlon,F,2016
6,1282,Hanna†KASYANOVA,UKRUKR,13.66,0.102,100 m H,Heptathlon,F,2016
7,817,XÈnia†KRIZS¡N,HUNHUN,13.66,0.169,100 m H,Heptathlon,F,2016
8,1064,Uhunoma†OSAZUWA,NGRNGR,13.75,0.18,100 m H,Heptathlon,F,2016
1,702,Jessica†ENNIS-HILL,GBRGBR,12.84,0.148,100 m H,Heptathlon,F,2016
2,368,Akela†JONES,BARBAR,13,0.168,100 m H,Heptathlon,F,2016
3,1046,Nadine†VISSER,NEDNED,13.02,0.145,100 m H,Heptathlon,F,2016
4,1380,Kendell†WILLIAMS,USAUSA,13.04,0.134,100 m H,Heptathlon,F,2016
5,777,Carolin†SCHƒFER,GERGER,13.12,0.136,100 m H,Heptathlon,F,2016
6,497,Brianne†THEISEN EATON,CANCAN,13.18,0.138,100 m H,Heptathlon,F,2016
7,590,Katerina†CACHOV¡,CZECZE,13.19,0.15,100 m H,Heptathlon,F,2016
8,680,Antoinette†NANA DJIMOU IDA,FRAFRA,13.37,0.161,100 m H,Heptathlon,F,2016
1,1181,Hafsatu†KAMARA,SLESLE,12.24 Q,0.148,100 m,Preliminary,F,2016
2,654,Sisila†SEAVULA,FIJFIJ,12.34 Q,0.143,100 m,Preliminary,F,2016
3,811,Regine†TUGADE,GUMGUM,12.52,0.156,100 m,Preliminary,F,2016
4,810,Makoura†KEITA,GUIGUI,12.66,0.15,100 m,Preliminary,F,2016
5,365,Shirin†AKTER,BANBAN,12.99,0.166,100 m,Preliminary,F,2016
6,1015,Mariana†CRESS,MHLMHL,13.2,0.206,100 m,Preliminary,F,2016
7,305,Liliana†NETO,ANGANG,13.58,0.136,100 m,Preliminary,F,2016
8,300,Kamia†YOUSUFI,AFGAFG,14.02,0.216,100 m,Preliminary,F,2016
1,1215,Sunayna†WAHI,SURSUR,12.09 Q,0.172,100 m,Preliminary,F,2016
2,544,Patricia†TAEA,COKCOK,12.30 Q,0.16,100 m,Preliminary,F,2016
3,1079,Mazoon†AL-ALAWI,OMAOMA,12.30 q,0.161,100 m,Preliminary,F,2016
4,559,Lidiane†LOPES,CPVCPV,12.38,0.154,100 m,Preliminary,F,2016
5,1232,Phumlile†NDZINISA,SWZSWZ,12.49,0.137,100 m,Preliminary,F,2016
6,1235,Taina†HALASIMA,TGATGA,12.8,0.199,100 m,Preliminary,F,2016
7,970,Laenly†PHOUTTHAVONG,LAOLAO,12.82,0.186,100 m,Preliminary,F,2016
8,690,Lerissa†HENRY,FSMFSM,13.53,0.163,100 m,Preliminary,F,2016
1,1018,Charlotte†WINGFIELD,MLTMLT,11.86 Q,0.144,100 m,Preliminary,F,2016
2,504,Cecilia†BOUELE,CGOCGO,11.98 Q,0.165,100 m,Preliminary,F,2016
3,999,Zaidatul Husniah†ZULKIFLI,MASMAS,12.12 q,0.151,100 m,Preliminary,F,2016
4,1242,Prenam†PESSE,TOGTOG,12.38,0.189,100 m,Preliminary,F,2016
5,558,Denika†KASSIM,COMCOM,12.53,0.192,100 m,Preliminary,F,2016
6,317,Jordan†MAGEO,ASAASA,13.72,0.173,100 m,Preliminary,F,2016
7,968,Kariman†ABULJADAYEL,KSAKSA,14.61,0.205,100 m,Preliminary,F,2016
8,964,Karitaake†TEWAAKI,KIRKIR,14.7,0.185,100 m,Preliminary,F,2016
1,703,Desiree†HENRY,GBRGBR,11.08 Q,0.126,100 m,Heats,F,2016
2,539,Murielle†AHOUR…,CIVCIV,11.17 Q,0.159,100 m,Heats,F,2016
3,1300,Natalia†POHREBNIAK,UKRUKR,11.30 q,0.13,100 m,Heats,F,2016
4,1127,LorËne Dorcas†BAZOLO,PORPOR,11.43,0.142,100 m,Heats,F,2016
5,531,Yongli†WEI,CHNCHN,11.48,0.154,100 m,Heats,F,2016
6,444,Hajar†ALKHALDI,BRNBRN,11.59,0.122,100 m,Heats,F,2016
7,928,Rima†KASHAFUTDINOVA,KAZKAZ,11.84,0.174,100 m,Heats,F,2016
8,654,Sisila†SEAVULA,FIJFIJ,12.48,0.149,100 m,Heats,F,2016
1,1039,Dafne†SCHIPPERS,NEDNED,11.16 Q,0.143,100 m,Heats,F,2016
2,771,Tatjana†PINTO,GERGER,11.31 Q,0.164,100 m,Heats,F,2016
3,467,Khamica†BINGHAM,CANCAN,11.41,0.137,100 m,Heats,F,2016
4,794,Flings†OWUSU-AGYAPONG,GHAGHA,11.43,0.135,100 m,Heats,F,2016
5,1052,Gloria†ASUMNU,NGRNGR,11.55,0.139,100 m,Heats,F,2016
6,555,Evelyn†RIVERA,COLCOL,11.59,0.161,100 m,Heats,F,2016
7,813,Brenessa†THOMPSON,GUYGUY,11.72,0.162,100 m,Heats,F,2016
8,1181,Hafsatu†KAMARA,SLESLE,12.22,0.15,100 m,Heats,F,2016
1,1326,Tori†BOWIE,USAUSA,11.13 Q,0.142,100 m,Heats,F,2016
2,1059,Blessing†OKAGBARE,NGRNGR,11.16 Q,0.154,100 m,Heats,F,2016
3,613,¡ngela†TENORIO,ECUECU,11.35 q,0.15,100 m,Heats,F,2016
4,1072,Ezinne†OKPARAEBO,NORNOR,11.43,0.141,100 m,Heats,F,2016
5,554,Eliecith†PALACIOS,COLCOL,11.48,0.172,100 m,Heats,F,2016
6,878,Tahesia†HARRIGAN-SCOTT,IVBIVB,11.54,0.149,100 m,Heats,F,2016
7,1310,Khrystyna†STUY,UKRUKR,11.57,0.146,100 m,Heats,F,2016
8,504,Cecilia†BOUELE,CGOCGO,12.18,0.149,100 m,Heats,F,2016
1,887,Shelly-Ann†FRASER-PRYCE,JAMJAM,10.96 Q,0.146,100 m,Heats,F,2016
2,540,Marie-Josee†TA LOU,CIVCIV,11.01 Q,0.156,100 m,Heats,F,2016
3,1206,Mujinga†KAMBUNDJI,SUISUI,11.19 q,0.149,100 m,Heats,F,2016
4,611,Narcisa†LANDAZURI,ECUECU,11.38 q,0.117,100 m,Heats,F,2016
5,360,Tynia†GAITHER,BAHBAH,11.56,0.154,100 m,Heats,F,2016
6,589,Ramona†PAPAIOANNOU,CYPCYP,11.61,0.14,100 m,Heats,F,2016
7,691,Ruddy†ZANG MILAMA,GABGAB,11.67,0.151,100 m,Heats,F,2016
8,1215,Sunayna†WAHI,SURSUR,12.25,0.117,100 m,Heats,F,2016
1,1323,Tianna†BARTOLETTA,USAUSA,11.23 Q,0.148,100 m,Heats,F,2016
2,1117,Ewa†SWOBODA,POLPOL,11.24 Q,0.149,100 m,Heats,F,2016
3,1301,Olesya†POVKH,UKRUKR,11.39 q,0.132,100 m,Heats,F,2016
4,1246,Kelly-Ann†BAPTISTE,TTOTTO,11.42,0.141,100 m,Heats,F,2016
5,1057,Jennifer†MADU,NGRNGR,11.61,0.163,100 m,Heats,F,2016
6,1391,Nigina†SHARIPOVA,UZBUZB,11.68,0.135,100 m,Heats,F,2016
7,827,Dutee†CHAND,INDIND,11.69,0.151,100 m,Heats,F,2016
8,544,Patricia†TAEA,COKCOK,12.41,0.159,100 m,Heats,F,2016
1,1245,Michelle-Lee†AHYE,TTOTTO,11.00 Q,0.153,100 m,Heats,F,2016
2,905,Christania†WILLIAMS,JAMJAM,11.27 Q,0.17,100 m,Heats,F,2016
3,718,Asha†PHILIP,GBRGBR,11.34 q,0.12,100 m,Heats,F,2016
4,474,Crystal†EMMANUEL,CANCAN,11.43,0.162,100 m,Heats,F,2016
5,941,Viktoriya†ZYABKINA,KAZKAZ,11.69,0.15,100 m,Heats,F,2016
6,1112,Marika†POPOWICZ-DRAPALA,POLPOL,11.7,0.136,100 m,Heats,F,2016
7,450,Iman Essa†JASIM,BRNBRN,11.72,0.161,100 m,Heats,F,2016
8,1018,Charlotte†WINGFIELD,MLTMLT,11.9,0.138,100 m,Heats,F,2016
1,903,Elaine†THOMPSON,JAMJAM,11.21 Q,0.174,100 m,Heats,F,2016
2,434,Rosangela†SANTOS,BRABRA,11.25 Q,0.163,100 m,Heats,F,2016
3,1249,Semoy†HACKETT,TTOTTO,11.35 q,0.138,100 m,Heats,F,2016
4,1089,Toea†WISIL,PNGPNG,11.48,0.142,100 m,Heats,F,2016
5,936,Olga†SAFRONOVA,KAZKAZ,11.5,0.148,100 m,Heats,F,2016
6,1162,Alyssa†CONLEY,RSARSA,11.57,0.143,100 m,Heats,F,2016
7,320,Melissa†BREEN,AUSAUS,11.74,0.143,100 m,Heats,F,2016
8,1079,Mazoon†AL-ALAWI,OMAOMA,12.43,0.199,100 m,Heats,F,2016
1,1343,English†GARDNER,USAUSA,11.09 Q,0.191,100 m,Heats,F,2016
2,1163,Carina†HORN,RSARSA,11.32 Q,0.158,100 m,Heats,F,2016
3,458,Ivet†LALOVA-COLLIO,BULBUL,11.35 q,0.125,100 m,Heats,F,2016
4,711,Daryll†NEITA,GBRGBR,11.41,0.169,100 m,Heats,F,2016
5,747,Rebekka†HAASE,GERGER,11.47,0.175,100 m,Heats,F,2016
6,533,Qiqi†YUAN,CHNCHN,11.56,0.143,100 m,Heats,F,2016
7,426,Franciela†KRASUCKI,BRABRA,11.67,0.159,100 m,Heats,F,2016
8,999,Zaidatul Husniah†ZULKIFLI,MASMAS,12.62,0.149,100 m,Heats,F,2016
1,1326,Tori†BOWIE,USAUSA,10.90 Q,0.165,100 m,Semi,F,2016
2,1245,Michelle-Lee†AHYE,TTOTTO,10.90 Q,0.134,100 m,Semi,F,2016
3,905,Christania†WILLIAMS,JAMJAM,10.96 q,0.166,100 m,Semi,F,2016
4,539,Murielle†AHOUR…,CIVCIV,11.01,0.156,100 m,Semi,F,2016
5,613,¡ngela†TENORIO,ECUECU,11.14,0.145,100 m,Semi,F,2016
6,1206,Mujinga†KAMBUNDJI,SUISUI,11.16,0.13,100 m,Semi,F,2016
7,1117,Ewa†SWOBODA,POLPOL,11.18,0.155,100 m,Semi,F,2016
8,1301,Olesya†POVKH,UKRUKR,11.29,0.126,100 m,Semi,F,2016
1,887,Shelly-Ann†FRASER-PRYCE,JAMJAM,10.88 Q,0.151,100 m,Semi,F,2016
2,1039,Dafne†SCHIPPERS,NEDNED,10.90 Q,0.146,100 m,Semi,F,2016
3,540,Marie-Josee†TA LOU,CIVCIV,10.94 q,0.157,100 m,Semi,F,2016
4,1323,Tianna†BARTOLETTA,USAUSA,11,0.141,100 m,Semi,F,2016
5,434,Rosangela†SANTOS,BRABRA,11.23,0.133,100 m,Semi,F,2016
6,611,Narcisa†LANDAZURI,ECUECU,11.27,0.152,100 m,Semi,F,2016
7,1300,Natalia†POHREBNIAK,UKRUKR,11.32,0.138,100 m,Semi,F,2016
8,718,Asha†PHILIP,GBRGBR,11.33,0.124,100 m,Semi,F,2016
1,903,Elaine†THOMPSON,JAMJAM,10.88 Q,0.156,100 m,Semi,F,2016
2,1343,English†GARDNER,USAUSA,10.90 Q,0.158,100 m,Semi,F,2016
3,1059,Blessing†OKAGBARE,NGRNGR,11.09,0.155,100 m,Semi,F,2016
4,703,Desiree†HENRY,GBRGBR,11.09,0.129,100 m,Semi,F,2016
5,1249,Semoy†HACKETT,TTOTTO,11.2,0.146,100 m,Semi,F,2016
6,1163,Carina†HORN,RSARSA,11.2,0.149,100 m,Semi,F,2016
7,771,Tatjana†PINTO,GERGER,11.32,0.175,100 m,Semi,F,2016
,458,Ivet†LALOVA-COLLIO,BULBUL,DNS,,100 m,Semi,F,2016
1,903,Elaine†THOMPSON,JAMJAM,10.71,0.157,100 m,Final,F,2016
2,1326,Tori†BOWIE,USAUSA,10.83,0.112,100 m,Final,F,2016
3,887,Shelly-Ann†FRASER-PRYCE,JAMJAM,10.86,0.138,100 m,Final,F,2016
4,540,Marie-Josee†TA LOU,CIVCIV,10.86,0.136,100 m,Final,F,2016
5,1039,Dafne†SCHIPPERS,NEDNED,10.9,0.134,100 m,Final,F,2016
6,1245,Michelle-Lee†AHYE,TTOTTO,10.92,0.132,100 m,Final,F,2016
7,1343,English†GARDNER,USAUSA,10.94,0.148,100 m,Final,F,2016
8,905,Christania†WILLIAMS,JAMJAM,11.8,0.163,100 m,Final,F,2016
1,2977,Machel†CEDENIO,TTOTTO,44.98 Q,0.179,400 m,Heats,M,2016
2,3093,Gil†ROBERTS,USAUSA,45.27 Q,0.168,400 m,Heats,M,2016
3,2275,Yoandys†LESCAY,CUBCUB,45.36 Q,0.199,400 m,Heats,M,2016
4,2617,Fitzroy†DUNKLEY,JAMJAM,45.66,0.176,400 m,Heats,M,2016
5,2089,KÈvin†BORL…E,BELBEL,45.9,0.138,400 m,Heats,M,2016
6,3115,Alberth†BRAVO,VENVEN,46.15,0.205,400 m,Heats,M,2016
7,2697,Alexander Lerionka†SAMPAO,KENKEN,46.62,0.199,400 m,Heats,M,2016
8,2801,Ousseini†DJIBO IDRISSA,NIGNIG,50.06,0.173,400 m,Heats,M,2016
1,2540,Bralon†TAPLIN,GRNGRN,45.15 Q,0.162,400 m,Heats,M,2016
2,2262,Nery†BRENES,CRCCRC,45.53 Q,0.151,400 m,Heats,M,2016
3,2125,Karabo†SIBANDA,BOTBOT,45.56 Q,0.166,400 m,Heats,M,2016
4,2600,Matteo†GALVAN,ITAITA,46.07,0.154,400 m,Heats,M,2016
5,2679,Raymond†KIBET,KENKEN,46.15,0.234,400 m,Heats,M,2016
6,2816,Mehboob†ALI,PAKPAK,48.37,0.212,400 m,Heats,M,2016
7,2217,Bachir†MAHAMAT,CHACHA,48.59,0.188,400 m,Heats,M,2016
,2333,Anas†BESHR,EGYEGY,DQ RIAAF 163.3a,0.141,400 m,Heats,M,2016
1,2910,Wayde†VAN NIEKERK,RSARSA,45.26 Q,0.147,400 m,Heats,M,2016
